OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
40810,Y,569916406,700,LEXINGTON AVE, , , , , , , 
40811,Y,568316407,621,LEXINGTON AVE, , , , , , , 
40812,Y,569216408,420,ALTAMONT ST, , , , , , , 
40813,Y,566916413,321,PARKWAY ST, , , , , , , 
40814,Y,573316417,603+,MALCOLM CRES, , , , , , , 
40815,Y,569816420,706+,ST CHARLES AVE, , , , , , , 
40816,Y,570516422,717,LOCUST AVE, , , , , , , 
40817,Y,570916427,540,PARK ST, , , , , , , 
40818,Y,571516430,609,KELLY AVE, , , , , , , 
40819,Y,571116434,703,ST CHARLES AVE, , , , , , , 
40820,Y,535816056,104+,PERRY DR, , , , , , , 
40821,Y,534716063,723,LEXINGTON AVE, , , , , , , 
40822,Y,537016066,612,WINE CELLAR CIR, , ,per ADEPT, , , , 
40823,Y,523316067,805,LOCUST AVE, , , , , , , 
40824,Y,537916076,722,LEXINGTON AVE, , , , , , , 
40825,Y,537416077,660,EVERGREEN AVE, , , , , , , 
40826,Y,538416083,621,PARK ST, , , , , , , 
40827,Y,537816084,613,PARK LN E , , , , , , , 
40828,Y,538916089,666,EVERGREEN AVE, , , , , , , 
40829,Y,539916097,108,PERRY DR, , , , , , , 
40830,Y,542916117,610,WINE CELLAR CIR, , , , , , , 
40831,Y,540216120,615,PARK LN E, , , , , , , 
40832,Y,541116126,617,PARK LN E , , , , , , , 
40833,Y,541716131,721,LEXINGTON AVE, , ,per ADEPT, , , , 
40834,Y,542316132,533,1ST ST N, , , , , , , 
40835,Y,543516133,522,2ND ST NE, , , , , , , 
40836,Y,543016136,718,LEXINGTON AVE, , , , , , , 
40837,Y,539816137,801,LOCUST AVE, , , , , , , 
40838,Y,544716145,208,WINE ST, , , , , , , 
40839,Y,546116149,537,2ND ST NE, , , , , , , 
40840,Y,543316153,510+,MCINTIRE RD, , , , , , , 
40841,Y,545616155,608,WINE CELLAR CIR, , , , , , , 
40842,Y,532716159,810,LOCUST AVE, , , , , , , 
40843,Y,547116166,620,PARK ST, , , , , , , 
40844,Y,545916171,717,LEXINGTON AVE, , , , , , , 
40845,Y,1395816176,212,WINE ST, , , , , , , 
40846,Y,548916191,617,PARK ST, , ,per ADEPT, , , , 
40847,Y,549816192,713,LEXINGTON AVE, , , , , , , 
40848,Y,544116193,532,1ST ST N , , , , , , , 
40849,Y,546716194,531,1ST ST N , , , , , , , 
40850,Y,550616198,716,LEXINGTON AVE, , , , , , , 
40851,Y,551716207,201,PARKWAY ST, , , , , , , 
40852,Y,1395716209,214,WINE ST, , , , , , , 
40853,Y,551416210,535,2ND ST NE, , , , , , , 
40854,Y,549116216,737,LOCUST AVE, , , , , , , 
40857,Y,551516235,521-1/2,1ST ST N, , , , , , , 
40858,Y,555416237,530,1ST ST N , , , , , , , 
40859,Y,553216245,711,LEXINGTON AVE, , , , , , , 
40860,Y,556216248,222+,WINE ST, , , , , , , 
40861,Y,557216252,224,WINE ST, , , , , , , 
40862,Y,554516254,307,PARKWAY ST, , , , , , , 
40863,Y,556316255,500+,MCINTIRE RD, , , , , , , 
40864,Y,554116259,616,PARK ST, , , , , , , 
40865,Y,556916262,615,KELLY AVE, , , , , , , 
40866,Y,557716267,228,WINE ST, , , , , , , 
40867,Y,556516274,309,PARKWAY ST, , , , , , , 
40868,Y,558416275,232+,WINE ST, , , , , , , 
40869,Y,556716276,712,LEXINGTON AVE, , ,per ADEPT, , , , 
40870,Y,555316282,709,LEXINGTON AVE, , , , , , , 
40871,Y,559416290,526,1ST ST N , , , , , , , 
40872,Y,559916291,234+,WINE ST, , ,per ADEPT, , , , 
40873,Y,560816297,611,PARK ST, , , , , , , 
40874,Y,549516299,731,LOCUST AVE, , , , , , , 
40875,Y,531916300,401,MCINTIRE RD, , , , , , , 
40876,Y,560716301,311,PARKWAY ST, , , , , , , 
40877,Y,559416303,528,1ST ST N , , , , , , , 
40878,Y,560116319,734,LOCUST AVE, , , , , , , 
40879,Y,563816332,701,LEXINGTON AVE, , , , , , , 
40880,Y,564516336,522,1ST ST N , , , , , , , 
40881,Y,563416338,611,MALCOLM CRES, , , , , , , 
40882,Y,502915754,1924,THOMSON RD, , , , , , , 
40883,Y,507315761,750,LEXINGTON AVE, , , , , , , 
40884,Y,502315763,735,NORTHWOOD AVE, , , , , , , 
40885,Y,505115767,1920+,THOMSON RD, , , , , , , 
40886,Y,506815768,100,NORTHWOOD CIR, , , , , , , 
40887,Y,506315772,747,LEXINGTON AVE, , , , , , , 
40888,Y,507215773,770+,HARRIS ST, , , , , , , 
40889,Y,496315781,841,LOCUST AVE, , , , , , , 
40890,Y,507115789,1918,THOMSON RD, , , , , , , 
40891,Y,507415794,677,EVERGREEN AVE, , , , , , , 
40892,Y,508115799,600,MCINTIRE RD, , , , , , , 
40893,Y,511415801,748,LEXINGTON AVE, , , , , , , 
40894,Y,511215803,682,EVERGREEN AVE, , , , , , , 
40895,Y,509115808,1916,THOMSON RD, , , , , , , 
40896,Y,509915810,613,NORTHWOOD AVE, , , , , , , 
40897,Y,499715816,833,LOCUST AVE, , , , , , , 
40898,Y,506215822,625,EVERGREEN AVE, , ,per ADEPT, , , , 
40899,Y,514015832,745,LEXINGTON AVE, , , , , , , 
40900,Y,511515833,1914,THOMSON RD, , , , , , , 
40901,Y,508515835,629,EVERGREEN AVE, , , , , , , 
40902,Y,513915836,609,NORTHWOOD AVE, , , , , , , 
40904,Y,513315843,103,PERRY DR, , , , , , , 
40905,Y,516815844,750+,HARRIS ST, , , , , , , 
40906,Y,511815849,675,EVERGREEN AVE, , , , , , , 
40907,Y,516715851,678,EVERGREEN AVE, , , , , , , 
40908,Y,514615856,702,NORTHWOOD AVE, , , , , , , 
40909,Y,514515866,700,NORTHWOOD AVE, , , , , , , 
40910,Y,515015869,714,NORTHWOOD AVE, , ,per ADEPT, , , , 
40911,Y,521515870,500+,HENRY AVE, , , , , , , 
40912,Y,516215874,720,NORTHWOOD AVE, , , , , , , 
40913,Y,518915875,741,LEXINGTON AVE, , , , , , , 
40914,Y,513015876,645,EVERGREEN AVE, , , , , , , 
40915,Y,518515880,636,PARK ST, , , , , , , 
40916,Y,517215882,724,NORTHWOOD AVE, , , , , , , 
40917,Y,510815891,659,EVERGREEN AVE, , , , , , , 
40918,Y,514115892,673,EVERGREEN AVE, , , , , , , 
40919,Y,521615893,676,EVERGREEN AVE, , , , , , , 
40920,Y,515615896,105,PERRY DR, , , , , , , 
40921,Y,518815905,612,NORTHWOOD AVE, , , , , , , 
40922,Y,521715919,605,NORTHWOOD AVE, , , , , , , 
40923,Y,523215923,739,LEXINGTON AVE, , , , , , , 
40924,Y,523115931,107,PERRY DR, , , , , , , 
40925,Y,522615933,616,EVERGREEN AVE, , , , , , , 
40926,Y,520515938,661,EVERGREEN AVE, , , , , , , 
40927,Y,522815942,809,LOCUST AVE, , , , , , , 
40928,Y,519215948,627,PARK ST, , , , , , , 
40929,Y,526615950,674,EVERGREEN AVE, , , , , , , 
40930,Y,524815952,622,EVERGREEN AVE, , , , , , , 
40931,Y,523715956,608,NORTHWOOD AVE, , , , , , , 
40932,Y,526515959,632,PARK ST, , , , , , , 
40933,Y,528015969,700+,HARRIS ST, , , , , , , 
40934,Y,527315970,737,LEXINGTON AVE, , , , , , , 
40935,Y,527115972,628,EVERGREEN AVE, , , , , , , 
40936,Y,526715975,109,PERRY DR, , , , , , , 
40937,Y,528915985,632,EVERGREEN AVE, , , , , , , 
40938,Y,528615989,100,PERRY DR, , , , , , , 
40939,Y,529015999,614,WINE CELLAR CIR, , , , , , , 
40940,Y,528716001,611,WINE CELLAR CIR, , , , , , , 
40941,Y,531616005,672,EVERGREEN AVE, , , , , , , 
40942,Y,530716009,111,PERRY DR, , , , , , , 
40943,Y,530816013,638,EVERGREEN AVE, , , , , , , 
40944,Y,531516016,731,LEXINGTON AVE, , , , , , , 
40945,Y,532616023,650,EVERGREEN AVE, , , , , , , 
40946,Y,533716026,738,LEXINGTON AVE, , , , , , , 
40947,Y,532316027,625,PARK ST, , , , , , , 
40948,Y,533216029,609+,WINE CELLAR CIR, , , , , , , 
40949,Y,531116036,600,NORTHWOOD AVE, , , , , , , 
40950,Y,534316038,654,EVERGREEN AVE, , , , , , , 
40951,Y,536416049,670,EVERGREEN AVE, , , , , , , 
40952,Y,469515456,1943+,THOMSON RD, , , , , , , 
40953,Y,475715458,713,EVERGREEN AVE, , , , , , , 
40954,Y,474315459,900,2ND ST NE, , , , , , , 
40955,Y,477015462,900,HARRIS ST, , , , , , , 
40956,Y,466715466,711,EVERGREEN AVE, , , , , , , 
40957,Y,473315470,1916,LEWIS MOUNTAIN RD, , , , , , , 
40958,Y,472715471,809,2ND ST NE, , , , , , , 
40959,Y,472815472,618,MCINTIRE RD, , , , , , , 
40960,Y,472515482,920-A,HARRIS ST, , , , , , , 
40961,Y,471715486,1941,THOMSON RD, , , , , , , 
40962,Y,469315488,713,PARK ST, , , , , , , 
40963,Y,471115490,705,LYONS COURT LN, , , , , , , 
40964,Y,475615493,1914+,LEWIS MOUNTAIN RD, , , , , , , 
40965,Y,476315494,708,PARK ST, , , , , , , 
40966,Y,473615497,1939,THOMSON RD, , , , , , , 
40967,Y,473515499,707,LYONS COURT LN, , , , , , , 
40968,Y,472415500,762,LEXINGTON AVE, , , , , , , 
40969,Y,477515501,705,NELSON DR, , , , , , , 
40970,Y,475315503,601,LYONS CT, , , , , , , 
40971,Y,478115508,712,NELSON DR, , , , , , , 
40972,Y,476115513,707,EVERGREEN AVE, , , , , , , 
40973,Y,475615515,1912+,LEWIS MOUNTAIN RD, , , , , , , 
40974,Y,479615521,616,MCINTIRE RD, , , , , , , 
40975,Y,473115523,902,HARRIS ST, , , , , , , 
40976,Y,482715526,101,ROBERTSON LN, , , , , , , 
40978,Y,482815528,1908+,LEWIS MOUNTAIN RD, , , , , , , 
40979,Y,1394015532,2000+,THOMSON RD, , , , , , , 
40980,Y,481215533,848,ST CHARLES AVE, , , , , , , 
40981,Y,478615534,1962,THOMSON RD, , , , , , , 
40982,Y,477915535,605,LYONS CT, , , , , , , 
40983,Y,478815536,1966,THOMSON RD, , , , , , , 
40984,Y,483015538,810,HARRIS ST, , , , , , , 
40985,Y,479315539,1910,LEWIS MOUNTAIN RD, , , , , , , 
40986,Y,479515542,855,LOCUST AVE, , , , , , , 
40987,Y,479715544,1958,THOMSON RD, , , , , , , 
40988,Y,480915546,611,HENRY AVE, , , , , , , 
40989,Y,478315548,760,LEXINGTON AVE, , , , , , , 
40990,Y,477615550,1935,THOMSON RD, , , , , , , 
40991,Y,483515552,136,MADISON LN, , , , , , , 
40992,Y,472115553,711,LYONS COURT LN, , , , , , , 
40993,Y,482315554,2040,THOMSON RD, , , , , , , 
40994,Y,482015555,801,2ND ST NE, , , , , , , 
40995,Y,485615557,806,2ND ST NE, , , , , , , 
40996,Y,481415559,1931+,THOMSON RD, , , , , , , 
40997,Y,484915561,706,NELSON DR, , , , , , , 
40998,Y,482515564,705,EVERGREEN AVE, , , , , , , 
40999,Y,486015565,610,MCINTIRE RD, , , , , , , 
41000,Y,486215573,108,NORTHWOOD CIR, , , , , , , 
41001,Y,483415578,1956,THOMSON RD, , , , , , , 
41002,Y,485715581,709,PARK ST, , , , , , , 
41003,Y,484015583,1927,THOMSON RD, , , , , , , 
41004,Y,474015585,717,LYONS COURT LN, , , , , , , 
41005,Y,484615593,853,LOCUST AVE, , , , , , , 
41006,Y,489915597,309,EMMET ST S, , , , , , , 
41007,Y,489815598,100,ROBERTSON LN, , , , , , , 
41008,Y,489615599,802,2ND ST NE, , , , , , , 
41009,Y,484515600,758,LEXINGTON AVE, , , , , , , 
41010,Y,487515603,1919,THOMSON RD, , , , , , , 
41011,Y,490215604,112,NORTHWOOD CIR, , , , , , , 
41012,Y,491215605,130,MADISON LN, , , , , , , 
41013,Y,490415606,704,NELSON DR, , , , , , , 
41014,Y,486515608,1948,THOMSON RD, , , , , , , 
41015,Y,490915609,708,EVERGREEN AVE, , , , , , , 
41016,Y,488715610,704,PARK ST, , , , , , , 
41017,Y,488215616,703,EVERGREEN AVE, , , , , , , 
41018,Y,493515631,606,MCINTIRE RD, , , , , , , 
41019,Y,494015637,800,2ND ST NE, , , , , , , 
41020,Y,492815641,1915,THOMSON RD, , , , , , , 
41021,Y,494415642,702,NELSON DR, , , , , , , 
41022,Y,492415644,106,NORTHWOOD CIR, , , , , , , 
41023,Y,485115645,830,HARRIS ST, , , , , , , 
41024,Y,490115646,1917,THOMSON RD, , , , , , , 
41025,Y,492915647,706,LYONS COURT LN, , , , , , , 
41026,Y,492215648,1942,THOMSON RD, , , , , , , 
41027,Y,491315650,851,LOCUST AVE, , , , , , , 
41028,Y,493715652,604,HENRY AVE, , , , , , , 
41029,Y,494715653,602,LYONS CT, , , , , , , 
41030,Y,496615656,704,EVERGREEN AVE, , , , , , , 
41031,Y,493315660,763,LEXINGTON AVE, , , , , , , 
41032,Y,496515661,114,NORTHWOOD CIR, , , , , , , 
41033,Y,494115665,1940,THOMSON RD, , , , , , , 
41034,Y,495515668,1901,THOMSON RD, , , , , , , 
41035,Y,497315669,128,MADISON LN, , , , , , , 
41036,Y,499115670,604,MCINTIRE RD, , , , , , , 
41037,Y,496715672,606,LYONS CT, , , , , , , 
41038,Y,494515675,1913,THOMSON RD, , , , , , , 
41039,Y,495915678,701,EVERGREEN AVE, , , , , , , 
41040,Y,498415679,756,LEXINGTON AVE, , , , , , , 
41041,Y,497215686,707,NORTHWOOD AVE, , , , , , , 
41042,Y,499915687,104,NORTHWOOD CIR, , , , , , , 
41043,Y,495715695,710,LYONS COURT LN, , , , , , , 
41044,Y,500515696,600,HENRY AVE, , , , , , , 
41045,Y,498215698,1934,THOMSON RD, , , , , , , 
41046,Y,497815699,702,PARK ST, , , , , , , 
41047,Y,500315703,702,EVERGREEN AVE, , , , , , , 
41048,Y,488915709,849,LOCUST AVE, , , , , , , 
41049,Y,498715710,712,LYONS COURT LN, , , , , , , 
41050,Y,500215715,1930,THOMSON RD, , , , , , , 
41051,Y,503715720,602,MCINTIRE RD, , , , , , , 
41052,Y,503515721,752,LEXINGTON AVE, , , , , , , 
41053,Y,499215724,717,NORTHWOOD AVE, , , , , , , 
41054,Y,501715727,761,LEXINGTON AVE, , , , , , , 
41055,Y,501515728,703,NORTHWOOD AVE, , , , , , , 
41056,Y,504415734,102,NORTHWOOD CIR, , , , , , , 
41057,Y,504915735,701,NORTHWOOD AVE, , , , , , , 
41058,Y,494615741,729,NORTHWOOD AVE, , ,per ADEPT, , , , 
41059,Y,501315743,843,LOCUST AVE, , , , , , , 
41060,Y,502615748,679,EVERGREEN AVE, , , , , , , 
41061,Y,505515750,700,EVERGREEN AVE, , , , , , , 
41063,Y,468515417,622,MCINTIRE RD, , , , , , , 
41064,Y,464315418,1947,THOMSON RD, , , , , , , 
41065,Y,469215419,710,PARK ST, , , , , , , 
41066,Y,468815421,620,MCINTIRE RD, , , , , , , 
41067,Y,464515424,867,LOCUST AVE, , , , , , , 
41068,Y,468415427,1922,LEWIS MOUNTAIN RD, , , , , , , 
41069,Y,466015430,709,CARGIL LN, , , , , , , 
41070,Y,471815434,600+,CONCORD AVE, , , , , , , 
41071,Y,467015441,1945,THOMSON RD, , , , , , , 
41072,Y,470515443,1918+,LEWIS MOUNTAIN RD, , , , , , , 
41073,Y,469815447,701,LYONS COURT LN, , , , , , , 
41074,Y,471615448,707+,NELSON DR, , , , , , , 
41075,Y,46667894,907,ST CLAIR AVE, , , , , , , 
41076,Y,46897895,904,MARTIN ST, , , , , , , 
41077,Y,46777896,1228,BELLEVIEW AVE, , , , , , , 
41078,Y,46747897,1221,RIVER VISTA AVE, , ,per ADEPT, , , , 
41079,Y,47017900,1212,RIVER VISTA AVE, , , , , , , 
41080,Y,47037903,1230,BELLEVIEW AVE, , , , , , , 
41081,Y,46967904,1223,RIVER VISTA AVE, , ,per ADEPT, , , , 
41082,Y,47447905,1309,BELLEVIEW AVE, , , , , , , 
41083,Y,47227907,1004,LONG ST, , , , , , , 
41084,Y,47157908,905,ST CLAIR AVE, , , , , , , 
41085,Y,143777909,1225,RIVER VISTA AVE, , , , , , , 
41086,Y,47107910,1303,BELLEVIEW AVE, , , , , , , 
41087,Y,45997912,908,ST CLAIR AVE, , , , , , , 
41088,Y,46687914,1125+,RIVER RD, , , , , , , 
41089,Y,47657918,1216,RIVER VISTA AVE, , , , , , , 
41090,Y,47527919,1227,RIVER VISTA AVE, , , , , , , 
41091,Y,47597921,901,ST CLAIR AVE, , , , , , , 
41092,Y,47907922,1218,RIVER VISTA AVE, , , , , , , 
41093,Y,45397924,1142,RIVER RD, , , , , , , 
41094,Y,47557925,1305+,BELLEVIEW AVE, , , , , , , 
41095,Y,48087927,1160,RIVER RD, , , , , , , 
41096,Y,48007928,1300,BELLEVIEW AVE, , , , , , , 
41097,Y,47787929,1229,RIVER VISTA AVE, , , , , , , 
41098,Y,48217932,1220,RIVER VISTA AVE, , , , , , , 
41099,Y,48067933,1231+,RIVER VISTA AVE, , , , , , , 
41100,Y,48437935,902,ST CLAIR AVE, , , , , , , 
41101,Y,48397936,1222,RIVER VISTA AVE, , , , , , , 
41102,Y,48647939,1028,RIVER RD, , , , , , , 
41103,Y,48707941,1224,RIVER VISTA AVE, , , , , , , 
41104,Y,48527942,1302,BELLEVIEW AVE, , , , , , , 
41105,Y,46687943,1123,RIVER RD, , , , , , , 
41106,Y,49037944,1009,RIVER RD, , , , , , , 
41107,Y,48767945,900,ST CLAIR AVE, , , , , , , 
41108,Y,48927946,1226+,RIVER VISTA AVE, , , , , , , 
41109,Y,48747947,912,COLEMAN ST, , , , , , , 
41110,Y,48197949,1001+,RIVER RD, , , , , , , 
41111,Y,49007951,1130,OTTER ST, , , , , , , 
41112,Y,49107952,1304,BELLEVIEW AVE, , , , , , , 
41113,Y,48487953,1010+,LONG ST, , , , , , , 
41114,Y,49217955,1228,RIVER VISTA AVE, , , , , , , 
41115,Y,48797956,1012+,LONG ST, , , , , , , 
41116,Y,49317957,1014,LONG ST, , , , , , , 
41117,Y,49347958,1132,OTTER ST, , , , , , , 
41118,Y,49507961,926,COLEMAN ST, , , , , , , 
41119,Y,49187962,1133,OTTER ST, , , , , , , 
41120,Y,48917963,1128,OTTER ST, , , , , , , 
41121,Y,48647965,1026,RIVER RD, , , , , , , 
41122,Y,48777968,1221,LANDONIA CIR, , , , , , , 
41123,Y,49867971,908,COLEMAN ST, , , , , , , 
41124,Y,49697972,1016,LONG ST, , , , , , , 
41125,Y,49907979,1205,LANDONIA CIR, , , , , , , 
41126,Y,49627981,1205,LONG ST, , , , , , , 
41127,Y,50197982,904,COLEMAN ST, , , , , , , 
41128,Y,49647983,841,ST CLAIR AVE, , , , , , , 
41129,Y,50097985,1207+,LANDONIA CIR, , , , , , , 
41130,Y,50367986,1209+,LANDONIA CIR, , , , , , , 
41131,Y,50567989,1200,LONG ST, , , , , , , 
41132,Y,50787991,902+,COLEMAN ST, , , , , , , 
41133,Y,50757992,1200,LANDONIA CIR, , , , , , , 
41134,Y,50877995,921,RIVER RD, , , , , , , 
41135,Y,50507996,837,ST CLAIR AVE, , , , , , , 
41136,Y,51047998,1202+,LANDONIA CIR, , , , , , , 
41138,Y,51258000,900+,COLEMAN ST, , , , , , , 
41139,Y,51478003,1002,RIVER RD, , , , , , , 
41140,Y,51318005,1204+,LANDONIA CIR, , , , , , , 
41141,Y,51648007,1305+,LONG ST, , , , , , , 
41142,Y,51758012,838,ST CLAIR AVE, , , , , , , 
41143,Y,51268013,829,ST CLAIR AVE, , , , , , , 
41144,Y,49428015,901,RIVER RD, , , , , , , 
41145,Y,51788020,831+,ST CLAIR AVE, , , , , , , 
41146,Y,52218021,1214,LONG ST, , , , , , , 
41147,Y,51818022,1205,MOWBRAY PL, , , , , , , 
41148,Y,51478023,900,RIVER RD, , , , , , , 
41149,Y,52198024,825,ST CLAIR AVE, , , , , , , 
41150,Y,51618025,909,LANDONIA CIR, , , , , , , 
41151,Y,52638028,832,ST CLAIR AVE, , , , , , , 
41153,Y,52498035,827+,ST CLAIR AVE, , , , , , , 
41154,Y,52468038,1211,MOWBRAY PL, , , , , , , 
41155,Y,52828040,1321,LONG ST, , , , , , , 
41156,Y,53138042,1315,LONG ST, , , , , , , 
41157,Y,52948044,823,ST CLAIR AVE, , , , , , , 
41158,Y,53318046,1206,MOWBRAY PL, , , , , , , 
41159,Y,53948047,815,ST CLAIR AVE, , , , , , , 
41160,Y,53458048,826,ST CLAIR AVE, , , , , , , 
41161,Y,53818054,804+,ST JAMES CIR, , , , , , , 
41162,Y,53918056,822,ST CLAIR AVE, , , , , , , 
41163,Y,53978059,1210,MOWBRAY PL, , , , , , , 
41164,Y,54278061,1212,MOWBRAY PL, , , , , , , 
41165,Y,54248063,806,ST JAMES CIR, , , , , , , 
41166,Y,54698064,910,RIVER RD, , , , , , , 
41167,Y,54148066,811,ST CLAIR, , , , , , , 
41168,Y,52838067,1300,LONG ST,SCHOOL,Burnley-Moran Elementary, , , , , 
41169,Y,54608068,808,ST JAMES CIR, , , , , , , 
41170,Y,54998070,818,ST JAMES CIR, , , , , , , 
41171,Y,55168073,1324,LONG ST, , , , , , , 
41172,Y,55398077,1326,LONG ST, , , , , , , 
41173,Y,55618078,1328+,LONG ST, , , , , , , 
41174,Y,55598079,810+,ST CLAIR AVE, , , , , , , 
41175,Y,55518080,816,ST JAMES CIR, , , , , , , 
41176,Y,55958083,812,ST JAMES CIR, , , , , , , 
41177,Y,55928084,814,ST JAMES CIR, , , , , , , 
41178,Y,56068086,806+,ST CLAIR AVE, , , , , , , 
41179,Y,56038088,1320,RIVERDALE DR, , , , , , , 
41180,Y,56368090,1322+,RIVERDALE DR, , , , , , , 
41181,Y,56378093,807,ST CLAIR AVE, , , , , , , 
41182,Y,55908095,816,VALLEY VIEW CIR, , , , , , , 
41183,Y,55898098,818,VALLEY VIEW CIR, , , , , , , 
41184,Y,56568100,1324+,RIVERDALE DR, , , , , , , 
41185,Y,56418103,1033,HAZEL ST, , , , , , , 
41186,Y,56678104,814,VALLEY VIEW CIR, , , , , , , 
41187,Y,56588109,820,VALLEY VIEW CIR, , , , , , , 
41189,Y,56648111,1107,HAZEL ST, , , , , , , 
41190,Y,57408115,812,VALLEY VIEW CIR, , , , , , , 
41191,Y,56848117,1201,HAZEL ST, , , , , , , 
41192,Y,57308118,1317,RIVERDALE DR, , , , , , , 
41193,Y,56898119,1111,HAZEL ST, , , , , , , 
41194,Y,54888060,1341,LONG ST, , , , , , , 
41195,Y,56148092,802+,ST CLAIR AVE, , , , , , , 
41196,Y,55118072,814+,ST CLAIR AVE, , , , , , , 
41197,Y,54428062,818+,ST CLAIR AVE, , , , , , , 
41198,Y,52188029,1207+,MOWBRAY PL, , , , , , , 
41199,Y,488817305,864,LOCUST AVE, , , , , , , 
41200,Y,517115904,813+,LOCUST AVE, , , , , , , 
41201,Y,512415855,815+,LOCUST AVE, , , , , , , 
41202,Y,486715666,610+,LYONS CT, , , , , , , 
41203,Y,533816030,630+,PARK ST, , , , , , , 
41204,Y,533816080,630+,PARK ST, , , , , , , 
41205,Y,551516270,521,1ST ST N , , , , , , , 
41206,Y,521115884,744,LEXINGTON AVE, , , , , , , 
41207,Y,525417301,824+,LOCUST AVE, , , , , , , 
41208,Y,55278075,810,ST JAMES CIR, , , , , , , 
41209,Y,492515680,705,PARK ST, , , , , , , 
41210,Y,488615618,1946-B,THOMSON RD, , , , , , , 
41211,Y,489515624,1946,THOMSON RD, , , , , , , 
41212,Y,562516335,313,PARKWAY ST, , , , , , , 
41213,Y,535516053,656,EVERGREEN AVE, , , , , , , 
41214,Y,530115980,740,LEXINGTON AVE, , , , , , , 
41215,Y,568116393,724,LOCUST AVE, , , , , , , 
41216,Y,474115485,857,LOCUST AVE, , , , , , , 
41217,Y,485315569,110,NORTHWOOD CIR, , , , , , , 
41218,Y,496117304,854,LOCUST AVE, , , , , , , 
41219,Y,43337822,1213,BELLEVIEW AVE, , , , , , , 
41220,Y,43917819,1220,ST GEORGE AVE, , , , , , , 
41221,Y,462417309,878,LOCUST AVE, , , , , , , 
41222,Y,439317310,912,LOCUST AVE, , , , , , , 
41223,Y,434017311,918,LOCUST AVE, , , , , , , 
41224,Y,421617312,932,LOCUST AVE, , , , , , , 
41225,Y,384717313,978,LOCUST AVE, , , , , , , 
41226,Y,371217314,1004,LOCUST AVE, , , , , , , 
41227,Y,376017315,1000,LOCUST AVE, , , , , , , 
41228,Y,431915142,725,LYONS AVE, , , , , , , 
41229,Y,439515145,712+,LYONS AVE, , , , , , , 
41230,Y,440815156,866,ST CHARLES AVE, , , , , , , 
41231,Y,441315159,857,ST CHARLES AVE, , , , , , , 
41232,Y,444515180,714,LYONS AVE, , , , , , , 
41233,Y,443915181,718,PARK ST, , , , , , , 
41234,Y,449415187,1919,LEWIS MOUNTAIN RD, , , , , , , 
41235,Y,443115188,401,ALDERMAN RD, , , , , , , 
41236,Y,437315189,1933,LEWIS MOUNTAIN RD, , , , , , , 
41237,Y,446915191,700,CONCORD AVE, , , , , , , 
41238,Y,447915195,736,LYONS AVE, , , , , , , 
41239,Y,442515198,868+,ST CHARLES AVE, , , , , , , 
41240,Y,447615201,715,NELSON DR, , , , , , , 
41241,Y,438715204,1929,LEWIS MOUNTAIN RD, , , , , , , 
41242,Y,448115208,923,HARRIS ST, , , , , , , 
41243,Y,444115210,717,CARGIL LN, , , , , , , 
41244,Y,445215213,860,ST CHARLES AVE, , , , , , , 
41245,Y,446515216,855,ST CHARLES AVE, , , , , , , 
41246,Y,438215217,932,HARRIS ST, , , , , , , 
41247,Y,449315221,1954,LEWIS MOUNTAIN RD, , , , , , , 
41248,Y,449915222,858,ST CHARLES AVE, , , , , , , 
41249,Y,449615224,716,LYONS AVE, , , , , , , 
41250,Y,441115226,1927,LEWIS MOUNTAIN RD, , , , , , , 
41251,Y,447715227,601-B,CONCORD AVE, , , , , , , 
41252,Y,448715229,1960+,LEWIS MOUNTAIN RD, , , , , , , 
41253,Y,451215233,930,HARRIS ST, , , , , , , 
41254,Y,449215234,1962+,LEWIS MOUNTAIN RD, , , , , , , 
41255,Y,442815235,1923,LEWIS MOUNTAIN RD, , , , , , , 
41256,Y,443215237,887,LOCUST AVE, , , , , , , 
41257,Y,451415239,2000,LEWIS MOUNTAIN RD, , , , , , , 
41258,Y,448815240,1956+,LEWIS MOUNTAIN RD, , , , , , , 
41259,Y,447715245,601,CONCORD AVE, , , , , , , 
41260,Y,450615246,1948,LEWIS MOUNTAIN RD, , , , , , , 
41261,Y,452115248,2002,LEWIS MOUNTAIN RD, , , , , , , 
41262,Y,451215252,924,HARRIS ST, , , , , , , 
41263,Y,452815256,2004+,LEWIS MOUNTAIN RD, , , , , , , 
41264,Y,441815257,905,2ND ST NE, , , , , , , 
41265,Y,450115258,1964+,LEWIS MOUNTAIN RD, , , , , , , 
41266,Y,453215259,2008,LEWIS MOUNTAIN RD, , , , , , , 
41267,Y,454215264,734,LYONS AVE, , , , , , , 
41268,Y,446315268,1921,LEWIS MOUNTAIN RD, , , , , , , 
41269,Y,454415269,2010,LEWIS MOUNTAIN RD, , , , , , , 
41270,Y,452215270,1946,LEWIS MOUNTAIN RD, , , , , , , 
41271,Y,453515271,716,PARK ST, , , , , , , 
41272,Y,446415280,715,CARGIL LN, , , , , , , 
41273,Y,455315284,2012,LEWIS MOUNTAIN RD, , , , , , , 
41274,Y,456415290,856,ST CHARLES AVE, , , , , , , 
41275,Y,456815294,711+,NELSON DR, , , , , , , 
41276,Y,453115298,721,PARK ST, , , , , , , 
