OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,MasterAddressID
7543,105653255,300,,, ,CARLTON,RD, ,22902, ,R,85943
7544,346614131,107,,, ,BOLLINGWOOD,RD, ,22903, ,R,86439
7545,381814451,118,,, ,CAMERON,LN, ,22903, ,R,86440
7546,228712798,1626,,, ,RUGBY,AVE, ,22903, ,R,86441
7547,93399497,732,,, ,WALNUT,ST, ,22902, ,C,86442
7548,162511904,1315,,, ,RUGBY,RD, ,22903, ,R,86443
7549,950117259,301,,, ,CHESTNUT,ST, ,22902, ,R,86444
7550,140176612,162,,, ,OLD FIFTH,CIR, ,22903, ,R,86445
7551,614416852,422,,, ,2ND,ST,NE,22902, ,R,86446
7552,89261627,101,B,UNIT, ,SUMMIT,ST, ,22903, ,R,84567
7553,230512872,1620,D,APT, ,RUGBY,AVE, ,22903, ,R,84568
7554,85921382,300,B,UNIT, ,AVON,ST, ,22902, ,C,84569
7555,643217043,701,214,#,E,HIGH,ST, ,22902, ,R,84570
7556,693417207,609,114,#,E,MARKET,ST, ,22902, ,C,84571
7557,693417207,609,303,#,E,MARKET,ST, ,22902, ,C,84572
7558,6785154,401,101,#,E,MARKET,ST, ,22902, ,C,84573
7559,150611723,2401,46,APT, ,ARLINGTON,BLVD, ,22903, ,R,84574
7560,116284779,723,A,APT, ,SHAMROCK,RD, ,22903, ,R,84575
7561,45610347,107,B,UNIT, ,LINDA,CT, ,22901, ,R,84576
7562,49210662,2111,94,APT, ,MICHIE,DR, ,22901, ,R,84577
7563,49210662,2111,95,APT, ,MICHIE,DR, ,22901, ,R,84578
7564,49210583,2111,68,APT, ,MICHIE,DR, ,22901, ,R,84579
7565,349714133,101,A,UNIT, ,BOLLINGWOOD,RD, ,22903, ,R,84580
7566,7881935,1800,901,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,84581
7567,7881935,1800,902,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,84582
7568,110253951,256,B,UNIT, ,STRIBLING,AVE, ,22903, ,R,84583
7569,110903952,1605,,, ,TRAILRIDGE,RD, ,22903, ,R,84584
7570,116674801,102,,, ,VILLAGE,CT, ,22903, ,R,84585
7571,92571901,1116,,, ,FOREST HILLS,AVE, ,22903, ,R,84586
7572,141255898,2616,,, ,JEFFERSON PARK,AVE, ,22903, ,R,84587
7573,90331687,2306,,, ,FONTAINE,AVE, ,22903, ,R,84588
7574,93621989,2500,,, ,PLATEAU,RD, ,22903, ,R,84589
7575,127976148,2705,,, ,ETON,RD, ,22903, ,R,84590
7576,128766207,2707,,, ,ETON,RD, ,22903, ,R,84591
7577,34510214,1831,,, ,YORKTOWN,DR, ,22901, ,R,84592
7578,13933261,760,4B,UNIT, ,WALKER,SQ, ,22903, ,R,83535
7579,13933261,770,4D,UNIT, ,WALKER,SQ, ,22903, ,R,83536
7580,13933199,725,2B,UNIT, ,WALKER,SQ, ,22903, ,R,83537
7581,13933199,735,1A,UNIT, ,WALKER,SQ, ,22903, ,R,83538
7582,99522485,721,,, ,PROSPECT,AVE, ,22903, ,R,83539
7583,357814222,748,A,UNIT, ,MADISON,AVE, ,22903, ,R,82935
7584,357814222,750,A,UNIT, ,MADISON,AVE, ,22903, ,R,82936
7585,357814305,764,C,UNIT, ,MADISON,AVE, ,22903, ,R,82937
7586,878619686,2006,2,#, ,JEFFERSON PARK,AVE, ,22903, ,R,82938
7587,6549114,110,28,APT, ,STADIUM,RD, ,22903, ,R,82939
7588,6549151,106,3,APT, ,STADIUM,RD, ,22903, ,R,82940
7589,6549114,110,20,APT, ,STADIUM,RD, ,22903, ,R,82941
7590,376214392,1500,9,#, ,GRADY,AVE, ,22903, ,R,82942
7591,102012777,108,B,UNIT, ,RAYMOND,AVE, ,22903, ,R,83595
7592,269013239,2171,10,#, ,IVY,RD, ,22903, ,C,83596
7593,269013239,2171,11,#, ,IVY,RD, ,22903, ,C,83597
7594,339014003,44,2,#, ,UNIVERSITY,CIR, ,22903, ,R,83598
7595,290313519,1129,9A,APT, ,PRESTON,AVE, ,22903, ,R,83599
7596,442915112,1534,B,UNIT, ,VIRGINIA,AVE, ,22903, ,R,83600
7597,49210404,2111,24,APT, ,MICHIE,DR, ,22901, ,R,83601
7598,68128508,400,B,UNIT, ,10TH,ST,NE,22902, ,C,83602
7599,545116324,1215,B41,UNIT, ,WERTLAND,ST, ,22903, ,R,83603
7600,545116324,1215,B43,UNIT, ,WERTLAND,ST, ,22903, ,R,83604
7601,107043390,2417,E,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,83654
7602,36610238,1920,2,#, ,SWANSON,DR, ,22901, ,R,83655
7603,36610238,1920,6,#, ,SWANSON,DR, ,22901, ,R,83656
7604,80010810,1718,C,UNIT, ,HYDRAULIC,RD, ,22901, ,C,83657
7605,36610238,1920,8,#, ,SWANSON,DR, ,22901, ,R,83658
7606,7011249,416,I,UNIT,W,MAIN,ST, ,22903, ,C,83661
7607,110343782,111,A,APT, ,HAMMOND,ST, ,22903, ,R,83662
7608,545116324,1215,C42,UNIT, ,WERTLAND,ST, ,22903, ,R,83663
7609,545116324,1215,C43,UNIT, ,WERTLAND,ST, ,22903, ,R,83664
7610,545116324,1215,B42,UNIT, ,WERTLAND,ST, ,22903, ,R,83665
7611,109342934,900,A,UNIT, ,1ST,ST,S,22902, ,R,83666
7612,52498035,827,A,APT, ,ST CLAIR,AVE, ,22902, ,R,83667
7613,382814518,925,A,APT, ,HENRY,AVE, ,22903, ,R,83668
7614,382814518,925,B,APT, ,HENRY,AVE, ,22903, ,R,83669
7615,82971277,500,413,#, ,1ST,ST,S,22902, ,R,83670
7616,82971277,500,415,#, ,1ST,ST,S,22902, ,R,83671
7617,28177473,1115,B,UNIT, ,RIVER,CT, ,22901, ,R,83672
7618,48197949,1313,1,#, ,BELLEVIEW,AVE, ,22901, ,C,83673
7619,48197949,1313,2,#, ,BELLEVIEW,AVE, ,22901, ,C,83674
7620,545116324,1215,C23,UNIT, ,WERTLAND,ST, ,22903, ,R,83675
7621,367514279,604,B,UNIT, ,15TH,ST,NW,22903, ,R,83676
7622,730820814,400,3,#,E,MAIN,ST, ,22902, ,C,83677
7623,626716927,300,300,#, ,PRESTON,AVE, ,22902, ,C,83678
7624,1394415847,313,7,APT, ,13TH,ST,NW,22903, ,R,83725
7625,1394415847,313,8,APT, ,13TH,ST,NW,22903, ,R,83726
7626,46237889,1217,A,APT, ,RIVER VISTA,AVE, ,22901, ,R,83727
7627,34797595,1024,A,UNIT, ,LOCUST,AVE, ,22901, ,R,83728
7628,34797595,1024,B,UNIT, ,LOCUST,AVE, ,22901, ,R,83729
7629,396214633,912,A,APT, ,ST CHARLES,AVE, ,22901, ,R,83730
7630,84051293,121,7,APT, ,CARROLLTON,TER, ,22903, ,R,83731
7631,102032989,213,A,APT, ,STRIBLING,AVE, ,22903, ,R,83732
7632,102703008,219,B,APT, ,STRIBLING,AVE, ,22903, ,R,83733
7633,100792963,155,A,UNIT, ,STRIBLING,AVE, ,22903, ,R,83734
7634,46487892,1219,B,APT, ,RIVER VISTA,AVE, ,22901, ,R,83735
7635,99442589,111,A,UNIT, ,RAYMOND,AVE, ,22903, ,R,83736
7636,56010489,1806,B,APT, ,YORKTOWN,DR, ,22901, ,R,83737
7637,40310316,1814,A,APT, ,YORKTOWN,DR, ,22901, ,R,83738
7638,51318005,1204,B,APT, ,LANDONIA,CIR, ,22901, ,R,83739
7639,41597748,1223,A,APT, ,COLEMAN,CT, ,22901, ,R,83740
7640,40227717,1226,B,APT, ,COLEMAN,CT, ,22901, ,R,83741
7641,40637730,1224,A,APT, ,COLEMAN,CT, ,22901, ,R,83742
7642,40637730,1224,B,APT, ,COLEMAN,CT, ,22901, ,R,83743
7643,6840171,417,4,#, ,BRANDON,AVE, ,22903, ,R,83744
7644,6840171,417,5,#, ,BRANDON,AVE, ,22903, ,R,83745
7645,6840171,419,5,#, ,BRANDON,AVE, ,22903, ,R,83746
7646,507215773,770,104B,UNIT, ,HARRIS,ST, ,22903, ,C,83747
7647,536316041,312,B,APT, ,10 1/2,ST,NW,22903, ,R,83748
7648,420214890,1104,A,APT, ,GRADY,AVE, ,22903, ,R,83749
7649,379814407,704,A,UNIT, ,12TH,ST,NW,22903, ,R,83750
7650,376514383,1011,A,APT, ,PRESTON,AVE, ,22903, ,R,83751
7651,376514383,1011,B,APT, ,PRESTON,AVE, ,22903, ,R,83752
7652,134256861,107,B,APT, ,LONGWOOD,DR, ,22903, ,R,83753
7653,134706916,109,B,APT, ,LONGWOOD,DR, ,22903, ,R,83754
7654,7422495,108,A,UNIT, ,DUNOVA,CT, ,22903, ,R,83755
7655,7463510,120,A,UNIT, ,DUNOVA,CT, ,22903, ,R,83756
7656,121865375,236,A,UNIT, ,SUNSET,AVE, ,22903, ,R,83757
7657,539517481,5,,, ,ELLIEWOOD,AVE, ,22903, ,C,83758
7658,505115767,1920,,, ,THOMSON,RD, ,22903, ,R,83759
7659,533017480,11,,, ,ELLIEWOOD,AVE, ,22903, ,C,83760
7660,545817484,3,,, ,ELLIEWOOD,AVE, ,22903, ,C,83761
7661,548517482,1601,,, ,UNIVERSITY,AVE, ,22903, ,C,83762
7662,7085272,506,,, ,VALLEY,RD, ,22903, ,R,83763
7663,325313945,737,,, ,MADISON,AVE, ,22903, ,R,83764
7664,7370434,516,,, ,VALLEY,RD, ,22903, ,R,83765
7665,7606605,525,,, ,VALLEY,RD, ,22903, ,R,83766
7666,7621657,536,,, ,VALLEY,RD, ,22903, ,R,83767
7667,6931204,325,,, ,MONTEBELLO,CIR, ,22903, ,R,83768
7668,107033428,610,,, ,SHAMROCK,RD, ,22903, ,R,83783
7669,107223449,1531,,, ,TRAILRIDGE,RD, ,22903, ,R,83784
7670,107503520,2340,,, ,HIGHLAND,AVE, ,22903, ,R,83785
7671,108173601,2342,,, ,HIGHLAND,AVE, ,22903, ,R,83786
7672,108263648,111,,, ,ELKHORN,RD, ,22903, ,R,83787
7673,108973689,616,,, ,SHAMROCK,RD, ,22903, ,R,83788
7674,30927524,1013,,, ,PEARTREE,LN, ,22901, ,R,83789
7675,198712381,1860,,, ,FIELD,RD, ,22903, ,R,83790
7676,216812625,1643,,, ,RUGBY,AVE, ,22903, ,R,83792
7677,229212802,1029,,, ,COTTONWOOD,RD, ,22901, ,R,83793
7678,229612811,611,,, ,BEECHWOOD,DR, ,22901, ,R,83794
7679,232912864,602,,, ,BEECHWOOD,DR, ,22901, ,R,83795
7680,233112874,1213,,, ,CUTLER,LN, ,22901, ,R,83796
7681,124715574,119,,, ,DANBURY,CT, ,22902, ,R,83797
7682,125095719,1504,,, ,MONTICELLO,RD, ,22902, ,R,83798
7683,93829513,800,,, ,HINTON,AVE, ,22902, ,R,83799
7684,94022010,700,,, ,BELMONT,AVE, ,22902, ,R,83800
7685,956017286,801,,, ,BELMONT,AVE, ,22902, ,R,83801
7686,95632145,750,,, ,BELMONT,AVE, ,22902, ,R,83802
7687,969317281,815,,, ,BELMONT,AVE, ,22902, ,R,83803
7688,971017280,821,,, ,BELMONT,AVE, ,22902, ,R,83804
7689,126705933,1600,,, ,MONTICELLO,RD, ,22902, ,R,83805
7690,126775975,1601,,, ,MONTICELLO,RD, ,22902, ,R,83806
7691,129286268,1701,,, ,MONTICELLO,RD, ,22902, ,R,83807
7692,129636265,1700,,, ,MONTICELLO,RD, ,22902, ,R,83808
7693,129956374,1201,,, ,DRUID,AVE, ,22902, ,R,83809
7694,120575097,101,,, ,GREENWICH,CT, ,22902, ,R,83810
7695,120575097,103,,, ,GREENWICH,CT, ,22902, ,R,83811
7696,119114989,112,,, ,GREENWICH,CT, ,22902, ,R,83812
7697,119114989,114,,, ,GREENWICH,CT, ,22902, ,R,83813
7698,118354845,117,,, ,WATERBURY,CT, ,22902, ,R,83814
7699,118354845,119,,, ,WATERBURY,CT, ,22902, ,R,83815
7700,118354845,121,,, ,WATERBURY,CT, ,22902, ,R,83816
7701,120625075,109,,, ,WATERBURY,CT, ,22902, ,R,83817
7702,120625075,111,,, ,WATERBURY,CT, ,22902, ,R,83818
7703,120765086,110,,, ,WATERBURY,CT, ,22902, ,R,83819
7704,120765086,112,,, ,WATERBURY,CT, ,22902, ,R,83820
7705,118474856,128,,, ,WATERBURY,CT, ,22902, ,R,83821
7706,118474856,130,,, ,WATERBURY,CT, ,22902, ,R,83822
7707,123035390,101,,, ,HARTFORD,CT, ,22902, ,R,83823
7708,7605635,106,5,APT, ,MONTEBELLO,CIR, ,22903, ,R,83824
7709,173312029,1982,2,#, ,ARLINGTON,BLVD, ,22903, ,R,83825
7710,173312029,1982,3,#, ,ARLINGTON,BLVD, ,22903, ,R,83826
7711,173312029,1982,10,#, ,ARLINGTON,BLVD, ,22903, ,R,83827
7712,173312029,1982,1,#, ,ARLINGTON,BLVD, ,22903, ,R,83828
7713,297213636,2021,D7,APT, ,IVY,RD, ,22903, ,R,83838
7714,376114377,1609,2,#, ,GORDON,AVE, ,22903, ,R,83839
7715,577016493,512,,, ,PRESTON,AVE, ,22903, ,C,83840
7716,106423312,761,,, ,ORANGEDALE,AVE, ,22903, ,R,83841
7717,325314095,717,,, ,MADISON,AVE, ,22903, ,R,83842
7718,230012779,1028,,, ,COTTONWOOD,RD, ,22901, ,R,83843
7719,878619686,2006,5,#, ,JEFFERSON PARK,AVE, ,22903, ,R,82740
7720,878619686,2006,6,#, ,JEFFERSON PARK,AVE, ,22903, ,R,82741
7721,7979930,1800,89,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,82742
7722,357814149,732,A,UNIT, ,MADISON,AVE, ,22903, ,R,82743
7723,357814149,732,B,UNIT, ,MADISON,AVE, ,22903, ,R,82744
7724,357814149,736,B,UNIT, ,MADISON,AVE, ,22903, ,R,82745
7725,357814149,736,C,UNIT, ,MADISON,AVE, ,22903, ,R,82746
7726,357814149,738,A,UNIT, ,MADISON,AVE, ,22903, ,R,82747
7727,357814149,742,C,UNIT, ,MADISON,AVE, ,22903, ,R,82748
7728,357814149,744,A,UNIT, ,MADISON,AVE, ,22903, ,R,82749
7729,7881935,1800,1007,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,82750
7730,7881935,1800,1008,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,82751
7731,8061972,210,14,#, ,MAURY,AVE, ,22903, ,R,82752
7732,7881935,1800,1012,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,82753
7733,8061972,210,15,#, ,MAURY,AVE, ,22903, ,R,82754
7734,8061972,210,16,#, ,MAURY,AVE, ,22903, ,R,82755
7735,545116324,1215,C31,UNIT, ,WERTLAND,ST, ,22903, ,R,82756
7736,462515364,1955,,, ,THOMSON,RD, ,22903, ,R,82802
7737,462715346,2001,,, ,THOMSON,RD, ,22903, ,R,82803
7738,473615497,1939,,, ,THOMSON,RD, ,22903, ,R,82804
7739,475115468,8,,, ,UNIVERSITY,CT, ,22903, ,R,82805
7740,479715544,1958,,, ,THOMSON,RD, ,22903, ,R,82806
7741,1394015532,2000,,, ,THOMSON,RD, ,22903, ,R,82807
7742,486515608,1948,,, ,THOMSON,RD, ,22903, ,R,82808
7743,487515603,1919,,, ,THOMSON,RD, ,22903, ,R,82809
7744,494515675,1913,,, ,THOMSON,RD, ,22903, ,R,82811
7745,495515668,1901,,, ,THOMSON,RD, ,22903, ,I,82812
7746,581416538,907,,, ,PAGE,ST, ,22903, ,R,82813
7747,582116520,833,,, ,PAGE,ST, ,22903, ,R,82814
7748,582316544,712,,, ,ANDERSON,ST, ,22903, ,R,82815
7749,557316256,818,,, ,ANDERSON,ST, ,22903, ,R,82816
7750,557416253,728,,, ,WEST,ST, ,22903, ,R,82817
7751,1395516322,925,,, ,PAGE,ST, ,22903, ,R,82818
7752,562616313,814,,, ,ANDERSON,ST, ,22903, ,R,82819
7753,125555778,1510,,, ,EARLY,ST, ,22902, ,R,82820
7754,125675800,1406,,, ,RIALTO,ST, ,22902, ,R,82821
7755,124111398,1505,,, ,GROVE,RD, ,22901, ,R,82822
7756,124311370,1408,,, ,FOXBROOK,LN, ,22901, ,R,82823
7757,127711412,1503,,, ,GROVE,RD, ,22901, ,R,82824
7758,127911411,1441,,, ,GROVE,RD, ,22901, ,R,82825
7759,129611433,1504,,, ,GROVE,RD, ,22901, ,R,82826
7760,131711454,1432,,, ,GROVE,RD, ,22901, ,R,82827
7761,133211479,1444,,, ,GROVE,RD, ,22901, ,R,82828
7762,133511483,1446,,, ,GROVE,RD, ,22901, ,R,82829
7763,146011679,1609,,, ,OAKLEAF,LN, ,22903, ,R,82830
7764,146311681,1611,,, ,OAKLEAF,LN, ,22903, ,R,82831
7765,146611683,1613,,, ,OAKLEAF,LN, ,22903, ,R,82832
7766,138011547,1364,,, ,HILLTOP,RD, ,22903, ,R,82833
7767,138111554,2020,,, ,SPOTTSWOOD,RD, ,22903, ,R,82834
7768,1393111603,2033,,, ,HESSIAN,RD, ,22903, ,R,82835
7769,139511571,2016,,, ,SPOTTSWOOD,RD, ,22903, ,R,82836
7770,140711598,1522,,, ,DAIRY,RD, ,22903, ,R,82837
7771,241512968,905,,, ,LOCUST,LN, ,22901, ,R,82838
7772,54698064,910,,, ,RIVER,RD, ,22901, ,C,82839
7773,69710668,1613,,, ,CEDAR HILL,RD, ,22901, ,R,82840
7774,72310690,1611,,, ,CEDAR HILL,RD, ,22901, ,R,82841
7775,82510837,1601,,, ,CEDAR HILL,RD, ,22901, ,R,82842
7776,44910334,1805,,, ,CEDAR HILL,RD, ,22901, ,R,82843
7777,36657642,1028,,, ,ST CLAIR,AVE, ,22901, ,R,82844
7778,37427666,1024,,, ,ST CLAIR,AVE, ,22901, ,R,82845
7779,38157690,1011,,, ,ST CLAIR,AVE, ,22901, ,R,82846
7780,95162132,700,A,APT, ,PROSPECT,AVE, ,22903, ,R,82847
7781,376214392,1500,3,#, ,GRADY,AVE, ,22903, ,R,82944
7782,376214392,1500,4,#, ,GRADY,AVE, ,22903, ,R,82945
7783,95562214,742,F,APT, ,PROSPECT,AVE, ,22903, ,R,82946
7784,95562190,758,B,APT, ,PROSPECT,AVE, ,22903, ,R,82947
7785,7558530,106,202,#,W,SOUTH,ST, ,22902, ,C,82948
7786,7558530,106,212,#,W,SOUTH,ST, ,22902, ,C,82949
7787,123075487,238,B,APT, ,SUNSET,AVE, ,22903, ,R,82950
7788,133996816,224,B,UNIT, ,MONTE VISTA,AVE, ,22903, ,R,82951
7789,290313519,1129,7B,APT, ,PRESTON,AVE, ,22903, ,R,82952
7790,290313519,1129,7C,APT, ,PRESTON,AVE, ,22903, ,R,82953
7791,151711725,1623,,, ,GREENLEAF,LN, ,22903, ,R,82954
7792,413614808,808,,, ,CONCORD,AVE, ,22903, ,R,82955
7793,416514843,806,,, ,CONCORD,AVE, ,22903, ,R,82956
7794,426514983,817,,, ,HENRY,AVE, ,22903, ,R,82957
7795,87401568,2315,,, ,FONTAINE,AVE, ,22903, ,R,82958
7796,93539507,152,,, ,CARLTON,RD, ,22902, ,R,82959
7797,94862057,621,,, ,MONTICELLO,AVE, ,22902, ,R,82960
7798,110263848,102,,, ,LANKFORD,AVE, ,22902, ,R,82961
7799,110433873,100,,, ,LANKFORD,AVE, ,22902, ,R,82962
7800,140768999,127,,, ,RIVERBLUFF,CIR, ,22902, ,R,82963
7801,1467617417,934,,, ,RAYMOND,RD, ,22902, ,R,82964
7802,1440017191,187,,, ,BROOKWOOD,DR, ,22902, ,R,82965
7803,114004495,838,,, ,RIDGE,ST, ,22902, ,R,82966
7804,114534508,879,,, ,RIDGE,ST, ,22902, ,R,82967
7805,115874704,880,,, ,RIDGE,ST, ,22902, ,R,82968
7806,116384776,808,,, ,RAYMOND,RD, ,22902, ,R,82969
7807,116474760,884,,, ,RIDGE,ST, ,22902, ,R,82970
7808,136637149,246,,, ,MONTE VISTA,AVE, ,22903, ,R,82971
7809,137867278,307,,, ,MONTE VISTA,AVE, ,22903, ,R,82972
7810,93952015,204,,, ,TODD,AVE, ,22903, ,R,82973
7811,93992017,200,,, ,TODD,AVE, ,22903, ,R,82974
7812,94522139,307,,, ,ROBERTSON,AVE, ,22903, ,R,82975
7813,95272122,211,,, ,ROBERTSON,AVE, ,22903, ,R,82976
7814,95372152,205,,, ,ROBERTSON,AVE, ,22903, ,R,82977
7815,389714681,1203,,, ,GRADY,AVE, ,22903, ,R,82978
7816,233512844,1026,,, ,COTTONWOOD,RD, ,22901, ,R,83844
7817,94422037,702,,, ,BELMONT,AVE, ,22902, ,R,83845
7818,959117285,805,,, ,BELMONT,AVE, ,22902, ,R,83846
7819,126785931,1408,,, ,FLORENCE,RD, ,22902, ,R,83847
7820,120575097,105,,, ,GREENWICH,CT, ,22902, ,R,83848
7821,120665130,100,,, ,GREENWICH,CT, ,22902, ,R,83849
7822,120625075,113,,, ,WATERBURY,CT, ,22902, ,R,83850
7823,150611723,2401,51,APT, ,ARLINGTON,BLVD, ,22903, ,R,83899
7824,165911938,2106,28,APT, ,ARLINGTON,BLVD, ,22903, ,R,83900
7825,165911938,2106,29,APT, ,ARLINGTON,BLVD, ,22903, ,R,83901
7826,106813371,612,,, ,MONTROSE,AVE, ,22902, ,R,83902
7827,107273439,716,,, ,BLENHEIM,AVE, ,22902, ,R,83903
7828,89461648,711,,, ,HINTON,AVE, ,22902, ,R,83904
7829,89509342,217,,, ,DOUGLAS,AVE, ,22902, ,R,83905
7830,89959352,341,B,UNIT, ,MONTICELLO,RD, ,22902, ,R,83906
7831,111134073,515,,, ,DRUID,AVE, ,22902, ,R,83907
7832,108483595,600,,, ,ELLIOTT,AVE, ,22902, ,R,83908
7833,108513672,825,,, ,BLENHEIM,AVE, ,22902, ,R,83909
7834,109683766,812,,, ,BLENHEIM,AVE, ,22902, ,R,83910
7835,109763769,610,,, ,ELLIOTT,AVE, ,22902, ,R,83911
7836,82521155,1830,33,#, ,JEFFERSON PARK,AVE, ,22903, ,R,83912
7837,83271235,107,B,UNIT, ,WASHINGTON,AVE, ,22903, ,R,83913
7838,120885159,105,,, ,DARIEN,TER, ,22902, ,R,83914
7839,1217918797,815,,, ,DRUID,AVE, ,22902, ,R,83915
7840,1050619598,600,,, ,MONTROSE,AVE, ,22902, ,R,83916
7841,94682053,704,,, ,BELMONT,AVE, ,22902, ,R,83917
7842,96092189,756,,, ,BELMONT,AVE, ,22902, ,R,83918
7843,445215213,860,,, ,ST CHARLES,AVE, ,22902, ,R,83919
7844,125645796,1506,,, ,MONTICELLO,RD, ,22902, ,R,83920
7845,127746104,1607,,, ,MONTICELLO,RD, ,22902, ,R,83921
7846,130096356,1702,,, ,MONTICELLO,RD, ,22902, ,R,83922
7847,120575097,107,,, ,GREENWICH,CT, ,22902, ,R,83923
7848,120665130,102,,, ,GREENWICH,CT, ,22902, ,R,83924
7849,118354845,125,,, ,WATERBURY,CT, ,22902, ,R,83925
7850,118354845,127,,, ,WATERBURY,CT, ,22902, ,R,83926
7851,120625075,115,,, ,WATERBURY,CT, ,22902, ,R,83927
7852,118474856,116,,, ,WATERBURY,CT, ,22902, ,R,83928
7853,123035390,103,,, ,HARTFORD,CT, ,22902, ,R,83929
7854,577916866,816,,, ,HARDY,DR, ,22903, ,R,83939
7855,125411399,1454,,, ,RUGBY,RD, ,22903, ,R,83940
7856,6785154,403,,,E,MARKET,ST, ,22902, ,C,83941
7857,7474578,813,,, ,KING,ST, ,22903, ,R,83942
7858,411314769,502,,, ,14TH,ST,NW,22903, ,R,83943
7859,90811793,1009,,, ,FOREST HILLS,AVE, ,22903, ,R,83944
7860,197712382,1623,,, ,MASON,LN, ,22903, ,R,83945
7861,202512433,1524,,, ,OXFORD,RD, ,22903, ,R,83946
7862,204312469,1109,,, ,STONEFIELD,LN, ,22903, ,R,83947
7863,209912556,1523,,, ,RUTLEDGE,AVE, ,22903, ,R,83948
7864,488215616,703,,, ,EVERGREEN,AVE, ,22902, ,R,83950
7865,507315761,750,,, ,LEXINGTON,AVE, ,22902, ,R,83951
7866,513015876,645,,, ,EVERGREEN,AVE, ,22902, ,R,83952
7867,20810028,2306,,, ,BANBURY,ST, ,22901, ,R,83953
7868,126936015,1015,,, ,DRUID,AVE, ,22902, ,R,83954
7869,531516016,731,,, ,LEXINGTON,AVE, ,22902, ,R,83955
7870,537916076,722,,, ,LEXINGTON,AVE, ,22902, ,R,83956
7871,13937149,428,205,#, ,MONROE,LN, ,22903, ,R,83957
7872,13937149,428,308,#, ,MONROE,LN, ,22903, ,R,83958
7873,111944080,1104,,, ,AVON,ST, ,22902, ,R,83959
7874,112194136,830,,, ,RIDGE,ST, ,22902, ,R,83960
7875,294913557,1211,,, ,AUGUSTA,ST, ,22903, ,R,83961
7876,308113661,1203,,, ,AUGUSTA,ST, ,22903, ,R,83962
7877,319713803,6,2,APT, ,UNIVERSITY,CIR, ,22903, ,R,83963
7878,334613957,39,3,#, ,UNIVERSITY,CIR, ,22903, ,R,83964
7879,727917317,610,,,E,MAIN,ST, ,22902, ,I,83965
7880,584516591,324,,, ,PARKWAY,ST, ,22902, ,R,83966
7881,321613828,803,,, ,CABELL,AVE, ,22903, ,R,83967
7882,98402387,2502,,, ,WESTERLY,AVE, ,22903, ,R,83968
7883,110273917,1303,B,APT, ,MIDLAND,ST, ,22902, ,R,83969
7884,1394716202,1211,211,APT, ,WERTLAND,ST, ,22903, ,R,83970
7885,123115371,102,,, ,DANBURY,CT, ,22902, ,R,83971
7886,123115371,104,,, ,DANBURY,CT, ,22902, ,R,83972
7887,139269048,201,,, ,DOUGLAS,AVE, ,22902, ,R,83973
7888,7797758,313,211,#, ,2ND,ST,SE,22902, ,C,83974
7889,497417425,301,3010,APT,,15TH,ST,NW,22903, ,R,83975
7890,132766975,1002,301,#, ,LINDEN,AVE, ,22902, ,R,83976
7891,132766975,1002,307,#, ,LINDEN,AVE, ,22902, ,R,83977
7892,108914421,1500,30,LOT, ,CARLTON,AVE, ,22902, ,R,83978
7893,704722439,110,300,STE,E,MAIN,ST, ,22902, ,C,83979
7894,90721983,707,A,UNIT, ,6TH,ST,SE,22902, ,R,83980
7895,620416930,303,C,UNIT, ,2ND,ST,NW,22902, ,R,83981
7896,258013161,701,,, ,DELL,LN, ,22901, ,R,83982
7897,37510245,975,,, ,SEMINOLE,TRL, ,22901, ,C,83983
7898,442615132,925,,, ,HARRIS,ST, ,22903, ,C,83487
7899,68948531,813,,,E,JEFFERSON,ST, ,22902, ,C,83488
7900,81828973,1214,,,E,JEFFERSON,ST, ,22902, ,R,83489
7901,115674727,1313,,, ,HAMPTON,ST, ,22902, ,R,83490
7902,117564906,1314,,, ,HAMPTON,ST, ,22902, ,R,83491
7903,108311182,1312,,, ,CARTER,LN, ,22901, ,R,83492
7904,111711222,1306,,, ,CARTER,LN, ,22901, ,R,83493
7905,114811273,1323,,, ,KENWOOD,LN, ,22901, ,R,83494
7906,326513868,1518,,, ,AMHERST,ST, ,22903, ,R,83993
7907,136017056,1143,,, ,5TH,ST,SW,22903, ,C,83994
7908,654517079,817,,,W,MAIN,ST, ,22903, ,R,83995
7909,658417199,711,,,W,MAIN,ST, ,22903, ,C,83996
7910,92231875,243,,, ,SHAMROCK,RD, ,22903, ,R,83997
7911,81691069,129,,, ,OBSERVATORY,AVE, ,22903, ,R,83998
7912,81711124,113,,, ,WASHINGTON,AVE, ,22903, ,R,83999
7913,119905149,916,,, ,ELLIOTT,AVE, ,22902, ,R,84000
7914,120435192,818,,, ,ALTAVISTA,AVE, ,22902, ,R,84001
7915,120445246,807,,, ,DRUID,AVE, ,22902, ,R,84002
7916,411814860,701,,, ,LYONS,AVE, ,22902, ,R,84003
