GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
10077,210119000,Single Family,1929,2240,Residential,1,NA,R-1S
10009,210120000,Single Family,1929,2290,Residential,1,NA,R-1S
9906,210121000,Single Family,1939,2701,Residential,1,NA,R-1S
9709,210122000,Single Family,1943,1643,Residential,1,NA,R-1S
9706,210123000,Single Family-1 Conversion,1951,1329,Residential,1,NA,R-1S
9703,210124000,Single Family,1953,1952,Residential,1,NA,R-1S
9697,210125000,Duplex,1964,2153,Residential,1,NA,R-1S
9699,210125100,Single Family,1928,1946,Residential,1,NA,R-1S
9816,210126000,Single Family-1 Conversion,1996,2091,Residential,1,NA,R-1S
9886,210127000,Single Family,1953,1652,Residential,1,NA,R-1S
9968,210128000,Single Family,1955,1757,Residential,1,NA,R-1S
10051,210129000,Single Family,1947,2285,Residential,1,NA,R-1S
10148,210130000,Single Family,1997,3379,Residential,1,NA,R-1S
10251,210131000,Single Family,1940,2630,Residential,1,NA,R-1S
10330,210131100,Single Family,1996,1500,Residential,1,NA,R-1S
10400,210131200,Single Family,2010,3116,Residential,1,NA,R-1S
10441,210131300,Single Family,2009,1819,Residential,1,NA,R-1S
10451,210132000,Single Family-1 Conversion,1950,1869,Residential,1,NA,R-1S
17150,210132100,Vacant Land,NA,NA,Residential,0,NA,R-1S
10574,210133000,Single Family,1938,1263,Residential,1,NA,R-1S
17230,210133100,Single Family,2015,2103,Residential,1,NA,R-1S
NA,210555000,Vacant Land,NA,NA,Residential,0,NA,NA
15077,21A001100,Single Family Attached,1971,1040,Residential,2,NA,R-1S
11897,21A0011A0,Single Family Attached,1971,1034,Residential,2,NA,R-1S
11914,21A001200,Single Family Attached,1971,1232,Residential,2,NA,R-1S
11931,21A0012A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
11945,21A001300,Single Family Attached,1971,1048,Residential,2,NA,R-1S
11962,21A0013A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
11979,21A001400,Single Family Attached,1971,1080,Residential,2,NA,R-1S
11993,21A0014A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12004,21A001500,Single Family Attached,1971,1048,Residential,2,NA,R-1S
12025,21A0015A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12036,21A001600,Single Family Attached,1971,1508,Residential,2,NA,R-1S
12053,21A0016A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12072,21A001700,Single Family Attached,1971,1048,Residential,2,NA,R-1S
12087,21A0017A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12102,21A001800,Single Family Attached,1971,1080,Residential,2,NA,R-1S
12116,21A0018A0,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12132,21A001900,Single Family Attached,1971,1054,Residential,2,NA,R-1S
12162,21A0019A0,Single Family Attached,1971,1048,Residential,2,NA,R-1S
11793,21A002000,Single Family,1960,2249,Residential,1,NA,R-1S
11974,21A003000,Single Family,1955,1731,Residential,1,NA,R-1S
12032,21A004000,Single Family,1956,2416,Residential,1,NA,R-1S
12091,21A005000,Single Family-1 Conversion,1956,1288,Residential,1,NA,R-1S
12172,21A006000,Duplex,1956,1595,Residential,1,NA,R-1S
12261,21A007000,Single Family,1956,1421,Residential,1,NA,R-1S
12119,21A008000,Single Family,1957,1463,Residential,1,NA,R-1S
12182,21A009000,Single Family,1957,1966,Residential,1,NA,R-1S
12219,21A010000,Single Family,1956,1689,Residential,1,NA,R-1S
12248,21A011000,Single Family,1956,1579,Residential,1,NA,R-1S
12278,21A012000,Single Family-1 Conversion,1957,1443,Residential,1,NA,R-1S
12314,21A013000,Duplex,1958,1731,Residential,1,NA,R-1S
12400,21A014000,Single Family,1955,1350,Residential,1,NA,R-1S
12469,21A015000,Single Family,1956,1731,Residential,1,NA,R-1S
12540,21A016000,Single Family,1955,2308,Residential,1,NA,R-1S
12592,21A017000,Single Family,1956,1512,Residential,1,NA,R-1S
12625,21A018000,Single Family,1956,1718,Residential,1,NA,R-1S
12651,21A019000,Single Family,1963,1984,Residential,1,NA,R-1S
12676,21A020000,Single Family,1956,1401,Residential,1,NA,R-1S
12702,21A021000,Single Family,1956,1646,Residential,1,NA,R-1S
12779,21A022000,Single Family,1956,1308,Residential,1,NA,R-1S
12726,21A023000,Single Family,1959,1630,Residential,1,NA,R-1S
12729,21A024000,Single Family,1958,1070,Residential,1,NA,R-1S
12736,21A025000,Duplex,1959,2007,Residential,1,NA,R-1S
12636,21A026000,Single Family-1 Conversion,1958,1760,Residential,1,NA,R-1S
12600,21A027000,Single Family,1957,1768,Residential,1,NA,R-1S
12554,21A028000,Single Family,1958,1746,Residential,1,NA,R-1S
15193,21A028A00,Vacant Land,NA,NA,Residential,0,NA,R-1S
12522,21A029000,Single Family,1957,1566,Residential,1,NA,R-1S
12499,21A030000,Duplex,1957,980,Residential,1,NA,R-1S
12464,21A031000,Single Family,1956,1498,Residential,1,NA,R-1S
12435,21A032000,Single Family,1956,1376,Residential,1,NA,R-1S
12395,21A033000,Single Family,1957,1902,Residential,1,NA,R-1S
12047,21A034000,Single Family,1955,2322,Residential,1,NA,R-1S
12149,21A035000,Single Family,1955,1096,Residential,1,NA,R-1S
12226,21A036000,Single Family,1955,1217,Residential,1,NA,R-1S
12309,21A037000,Single Family,1955,1152,Residential,1,NA,R-1S
12383,21A038000,Single Family,1955,1148,Residential,1,NA,R-1S
12456,21A039000,Single Family,1955,1381,Residential,1,NA,R-1S
12531,21A040000,Single Family,1956,1425,Residential,1,NA,R-1S
12591,21A041000,Single Family,1955,1718,Residential,1,NA,R-1S
12656,21A042000,Single Family,1955,1913,Residential,1,NA,R-1S
12710,21A043000,Single Family,1955,1358,Residential,1,NA,R-1S
12760,21A044000,Single Family,1958,1986,Residential,1,NA,R-1S
12828,21A045000,Single Family,1956,1336,Residential,1,NA,R-1S
12877,21A046000,Single Family,1956,1738,Residential,1,NA,R-1S
12915,21A047000,Single Family,1956,2308,Residential,1,NA,R-1S
12944,21A048000,Single Family,1956,1745,Residential,1,NA,R-1S
12994,21A049000,Single Family,1956,2338,Residential,1,NA,R-1S
13039,21A050000,Single Family,1956,1908,Residential,1,NA,R-1S
13086,21A051000,Single Family,1956,1752,Residential,1,NA,R-1S
13024,21A052000,Duplex,1956,1517,Residential,1,NA,R-1S
13019,21A053000,Single Family,1957,1882,Residential,1,NA,R-1S
13084,21A054000,Single Family,1953,1970,Residential,1,NA,R-1S
12906,21A055000,Duplex,1982,2574,Residential,1,NA,R-1S
12864,21A056000,Duplex,1982,2574,Residential,1,NA,R-1S
12696,21A057000,Duplex,1958,1362,Residential,1,NA,R-1S
12718,21A058000,Single Family,1958,2308,Residential,1,NA,R-1S
12743,21A059000,Single Family,1957,1160,Residential,1,NA,R-1S
12844,21A060000,Single Family,1958,1050,Residential,1,NA,R-1S
12912,21A061000,Single Family,1958,1706,Residential,1,NA,R-1S
12974,21A062000,Single Family,1958,2028,Residential,1,NA,R-1S
12924,21A063000,Single Family,1965,2458,Residential,1,NA,R-1S
12965,21A064000,Single Family,1962,1970,Residential,1,NA,R-1S
12982,21A065000,Duplex,1961,1254,Residential,1,NA,R-1S
13030,21A066000,Single Family,1956,1154,Residential,1,NA,R-1S
12981,21A067000,Single Family,1956,1388,Residential,1,NA,R-1S
12918,21A068000,Single Family,1956,1690,Residential,1,NA,R-1S
12889,21A069000,Single Family,1956,1610,Residential,1,NA,R-1S
12855,21A070000,Single Family,1963,2364,Residential,1,NA,R-1S
12814,21A071000,Single Family,1962,1359,Residential,1,NA,R-1S
17272,21A072000,Single Family,1962,2142,Residential,1,NA,R-1S
12999,21A073000,Single Family,1963,2222,Residential,1,NA,R-1S
12953,21A074000,Single Family,1959,1274,Residential,1,NA,R-1S
12892,21A075000,Single Family,1958,2260,Residential,1,NA,R-1S
12822,21A076000,Single Family-1 Conversion,1964,1140,Residential,1,NA,R-1S
12721,21A077000,Single Family,1964,1283,Residential,1,NA,R-1S
12626,21A078000,Single Family,1958,1778,Residential,1,NA,R-1S
12551,21A079000,Single Family,1958,1731,Residential,1,NA,R-1S
12528,21A080000,Single Family-1 Conversion,1958,1441,Residential,1,NA,R-1S
12496,21A081000,Single Family,1959,1547,Residential,1,NA,R-1S
12479,21A082000,Single Family,1958,1644,Residential,1,NA,R-1S
12457,21A083000,Single Family,1958,1534,Residential,1,NA,R-1S
12432,21A084000,Duplex,1958,1081,Residential,1,NA,R-1S
12399,21A085000,Single Family-1 Conversion,1958,1809,Residential,1,NA,R-1S
12357,21A086000,Single Family,1963,1416,Residential,1,NA,R-1S
13253,21A087000,Single Family,1935,1384,Residential,1,NA,R-1S
13240,21A087100,Single Family,2008,2830,Residential,1,NA,R-1S
13235,21A087200,Duplex,1967,3824,Residential,1,NA,R-1S
13342,21A087300,Single Family,1967,1962,Residential,1,NA,R-1S
13331,21A087400,Single Family,1967,2132,Residential,1,NA,R-1S
13322,21A087500,Single Family,1967,2122,Residential,1,NA,R-1S
13442,21A087600,Single Family,1967,1759,Residential,1,NA,R-1S
13458,21A087700,Single Family,1967,1457,Residential,1,NA,R-1S
13456,21A087800,Duplex,1967,1850,Residential,1,NA,R-1S
13217,21A088000,Single Family,1936,2255,Residential,1,NA,R-1S
13310,21A088100,Duplex,1978,2464,Residential,1,NA,R-1S
13406,21A088200,Single Family,1973,1774,Residential,1,NA,R-1S
13204,21A089000,Single Family,1935,1194,Residential,1,NA,R-1S
13196,21A090000,Single Family,1935,2795,Residential,1,NA,R-1S
13239,21A090100,Single Family,2013,1753,Residential,1,NA,R-1S
13263,21A090200,Single Family,2013,1996,Residential,1,NA,R-1S
13320,21A090300,Single Family,2013,2189,Residential,1,NA,R-1S
13363,21A090400,Single Family,2013,3176,Residential,1,NA,R-1S
13381,21A090500,Single Family,2013,2340,Residential,1,NA,R-1S
13374,21A090600,Single Family,2013,2844,Residential,1,NA,R-1S
13355,21A090700,Single Family,2014,2832,Residential,1,NA,R-1S
13318,21A090800,Single Family,2013,1848,Residential,1,NA,R-1S
13283,21A090900,Single Family,2013,1812,Residential,1,NA,R-1S
13163,21A091000,Single Family,1940,1644,Residential,1,NA,R-1S
13129,21A092000,Single Family,2013,1572,Residential,1,NA,R-1S
13144,21A092100,Single Family,2013,1502,Residential,1,NA,R-1S
13098,21A094000,Single Family,1940,1234,Residential,1,NA,R-1S
14103,21A095000,Single Family,1940,1522,Residential,1,NA,R-1S
15124,21A095A00,Single Family,2005,1653,Residential,1,NA,R-1S
13072,21A096000,Single Family,1962,2314,Residential,1,NA,R-1S
13071,21A097000,Single Family,1962,1696,Residential,1,NA,R-1S
13090,21A098000,Single Family,1962,1359,Residential,1,NA,R-1S
13097,21A099000,Single Family,1963,2122,Residential,1,NA,R-1S
13413,21A099100,Duplex,1969,1319,Residential,1,NA,R-1S
13370,21A099110,Single Family-1 Conversion,1970,1330,Residential,1,NA,R-1S
13359,21A099120,Single Family,1970,1755,Residential,1,NA,R-1S
13309,21A099130,Single Family,1970,1208,Residential,1,NA,R-1S
13291,21A099140,Single Family Attached,1981,1551,Residential,2,NA,R-1S
13264,21A099150,Single Family Attached,1981,1522,Residential,2,NA,R-1S
13245,21A099160,Single Family Attached,1981,1561,Residential,2,NA,R-1S
13225,21A099170,Single Family Attached,1981,1522,Residential,2,NA,R-1S
13202,21A099180,Single Family Attached,1981,1512,Residential,2,NA,R-1S
13182,21A099190,Single Family Attached,1981,1522,Residential,2,NA,R-1S
13176,21A099200,Single Family Attached,1987,830,Residential,2,NA,R-1S
13194,21A099210,Single Family Attached,1987,823,Residential,2,NA,R-1S
13209,21A099220,Single Family Attached,1987,799,Residential,2,NA,R-1S
13236,21A099230,Single Family Attached,1987,823,Residential,2,NA,R-1S
13249,21A099240,Single Family Attached,1989,1869,Residential,2,NA,R-1S
13284,21A099250,Single Family Attached,1989,1260,Residential,2,NA,R-1S
13306,21A099260,Single Family Attached,1990,1869,Residential,2,NA,R-1S
13334,21A099270,Single Family Attached,1990,1260,Residential,2,NA,R-1S
13352,21A099280,Single Family Attached,1989,1260,Residential,2,NA,R-1S
13376,21A099290,Single Family Attached,1989,1260,Residential,2,NA,R-1S
13394,21A099400,Single Family,1969,2230,Residential,1,NA,R-1S
13427,21A099500,Single Family,1969,2326,Residential,1,NA,R-1S
13467,21A099600,Single Family,1969,1562,Residential,1,NA,R-1S
13498,21A099700,Single Family,1969,2122,Residential,1,NA,R-1S
13524,21A099800,Single Family,1969,1762,Residential,1,NA,R-1S
13422,21A099900,Single Family,1969,1801,Residential,1,NA,R-1S
13109,21A100000,Vacant Land,NA,0,Residential,0,NA,R-1S
13109,21A100000,Vacant Land,NA,NA,Residential,0,NA,R-1S
